Kinase,Z,method,AvgZ
MLCK,3.13,710230318>0.15,1.0012499999999998
PKD,-2.5,710230318>0.15,-2.15375
PKG,-2.49,710230318>0.15,-1.37375
DYRK,2.36,710230318>0.15,2.0475
PKA,-2.3,710230318>0.15,-1.5125
MST,2.26,710230318>0.15,1.42625
ERK,2.24,710230318>0.15,1.8125
PKCH,2.13,710230318>0.15,1.81625
COT,2.11,710230318>0.15,1.3287499999999999
VRK1,1.97,710230318>0.15,1.6624999999999999
BUD32,1.92,710230318>0.15,1.1325
NMO,-1.86,710230318>0.15,-1.64875
TAO,1.86,710230318>0.15,0.13375000000000004
BRSK,1.8,710230318>0.15,2.32625
MLK,1.73,710230318>0.15,0.7424999999999999
IKK,-1.71,710230318>0.15,-1.4925
SGK,1.61,710230318>0.15,-0.05499999999999997
RIPK,-1.59,710230318>0.15,-1.52625
FRAY,-1.48,710230318>0.15,-0.61875
PKCA,-1.43,710230318>0.15,-1.39875
AKT,-1.38,710230318>0.15,-1.1725
MSN,1.3,710230318>0.15,-0.06500000000000007
NDR,-1.25,710230318>0.15,-0.70125
JNK,1.23,710230318>0.15,1.2275
GRK,-1.23,710230318>0.15,-0.77375
PAKA,-1.22,710230318>0.15,-1.06375
MAPKAPK,1.17,710230318>0.15,-0.09
DMPK,-1.09,710230318>0.15,-1.2575
CAMK1,-1.02,710230318>0.15,-0.365
BARK2,-0.97,710230318>0.15,-0.15625000000000003
HAL,0.97,710230318>0.15,0.09874999999999998
NUAK,0.97,710230318>0.15,0.46624999999999994
STE11,-0.95,710230318>0.15,-0.96
PAKB,0.95,710230318>0.15,0.9225
TTK,0.95,710230318>0.15,0.47624999999999995
PRKDC,0.92,710230318>0.15,0.37875000000000003
NAK,0.9,710230318>0.15,-0.24125000000000002
PKN,0.9,710230318>0.15,0.54125
PEK,0.87,710230318>0.15,0.05374999999999999
DAPK,0.86,710230318>0.15,0.45375
RSK,-0.79,710230318>0.15,-1.5125
QIK,0.77,710230318>0.15,-0.11374999999999999
CK1,0.77,710230318>0.15,-0.7649999999999999
TLK,-0.76,710230318>0.15,-0.6775
GSK,0.71,710230318>0.15,-0.29750000000000004
CHK1,0.68,710230318>0.15,0.6587500000000001
MTOR,0.65,710230318>0.15,-0.57875
PLK,-0.57,710230318>0.15,-0.45875
CDK,0.56,710230318>0.15,0.58125
KHS,-0.56,710230318>0.15,0.34874999999999995
WNK,-0.55,710230318>0.15,0.7074999999999999
CLK,-0.55,710230318>0.15,-0.48625
NIK,-0.54,710230318>0.15,-0.48375
MOS,-0.54,710230318>0.15,-0.48750000000000004
SLK,-0.54,710230318>0.15,-0.47875
CAMKK,-0.53,710230318>0.15,-0.47625
IRAK,0.53,710230318>0.15,0.28375
PASK,-0.52,710230318>0.15,-0.47625
ULK,-0.51,710230318>0.15,-0.47375
P38,0.5,710230318>0.15,0.9125
STKR,0.4,710230318>0.15,-0.27375
MARK,-0.38,710230318>0.15,0.66875
AUR,-0.37,710230318>0.15,-0.27
PKCI,0.37,710230318>0.15,-0.55375
LKB,0.35,710230318>0.15,-0.15125
PIM,0.34,710230318>0.15,-0.6599999999999999
MELK,0.31,710230318>0.15,-0.86
PDK1,0.27,710230318>0.15,0.73875
RAF,-0.26,710230318>0.15,-0.7887500000000001
AMPK,-0.25,710230318>0.15,-0.65375
STE7,-0.24,710230318>0.15,-0.40249999999999997
RAD53,0.21,710230318>0.15,0.07999999999999999
CK2,0.16,710230318>0.15,-0.63375
NEK,0.15,710230318>0.15,-0.8
ATM,0.14,710230318>0.15,-0.14500000000000005
CAMK2,0.09,710230318>0.15,-1.11375
PKCD,0.06,710230318>0.15,-0.28625
ATR,0.04,710230318>0.15,-0.03249999999999997
PHK,-0.04,710230318>0.15,-1.0175
PDHK,-0.03,710230318>0.15,-0.21875
MLCK,3.44,710230318>0.2,1.0012499999999998
VRK1,2.4,710230318>0.2,1.6624999999999999
COT,2.37,710230318>0.2,1.3287499999999999
BRSK,2.31,710230318>0.2,2.32625
BUD32,2.1,710230318>0.2,1.1325
PKCH,2.08,710230318>0.2,1.81625
TAO,2.04,710230318>0.2,0.13375000000000004
DMPK,-1.95,710230318>0.2,-1.2575
PKD,-1.86,710230318>0.2,-2.15375
SGK,1.78,710230318>0.2,-0.05499999999999997
PKG,-1.77,710230318>0.2,-1.37375
MLK,1.77,710230318>0.2,0.7424999999999999
MSN,1.75,710230318>0.2,-0.06500000000000007
NMO,-1.67,710230318>0.2,-1.64875
IKK,-1.64,710230318>0.2,-1.4925
FRAY,-1.61,710230318>0.2,-0.61875
DAPK,1.54,710230318>0.2,0.45375
PKCA,-1.45,710230318>0.2,-1.39875
RIPK,-1.44,710230318>0.2,-1.52625
ERK,1.38,710230318>0.2,1.8125
MST,1.34,710230318>0.2,1.42625
DYRK,1.34,710230318>0.2,2.0475
PKA,-1.29,710230318>0.2,-1.5125
HAL,1.21,710230318>0.2,0.09874999999999998
TTK,1.19,710230318>0.2,0.47624999999999995
NAK,1.19,710230318>0.2,-0.24125000000000002
PKN,1.15,710230318>0.2,0.54125
PAKB,1.14,710230318>0.2,0.9225
NUAK,1.09,710230318>0.2,0.46624999999999994
AKT,-1.08,710230318>0.2,-1.1725
NDR,-1.08,710230318>0.2,-0.70125
PAKA,-1.03,710230318>0.2,-1.06375
GRK,-0.95,710230318>0.2,-0.77375
MAPKAPK,0.9,710230318>0.2,-0.09
QIK,0.83,710230318>0.2,-0.11374999999999999
BARK2,-0.8,710230318>0.2,-0.15625000000000003
PDK1,-0.75,710230318>0.2,0.73875
P38,-0.72,710230318>0.2,0.9125
GSK,0.72,710230318>0.2,-0.29750000000000004
STE11,-0.68,710230318>0.2,-0.96
CK1,0.68,710230318>0.2,-0.7649999999999999
TLK,-0.66,710230318>0.2,-0.6775
PDHK,-0.66,710230318>0.2,-0.21875
PLK,-0.66,710230318>0.2,-0.45875
PRKDC,0.57,710230318>0.2,0.37875000000000003
PEK,0.54,710230318>0.2,0.05374999999999999
CAMK1,-0.52,710230318>0.2,-0.365
MOS,-0.49,710230318>0.2,-0.48750000000000004
WNK,-0.48,710230318>0.2,0.7074999999999999
KHS,-0.48,710230318>0.2,0.34874999999999995
NIK,-0.48,710230318>0.2,-0.48375
PASK,-0.47,710230318>0.2,-0.47625
PKCD,0.47,710230318>0.2,-0.28625
CLK,-0.47,710230318>0.2,-0.48625
ULK,-0.46,710230318>0.2,-0.47375
SLK,-0.46,710230318>0.2,-0.47875
CHK1,0.46,710230318>0.2,0.6587500000000001
CAMKK,-0.46,710230318>0.2,-0.47625
PHK,-0.44,710230318>0.2,-1.0175
CK2,-0.44,710230318>0.2,-0.63375
ATR,0.44,710230318>0.2,-0.03249999999999997
IRAK,-0.42,710230318>0.2,0.28375
PIM,0.37,710230318>0.2,-0.6599999999999999
ATM,0.35,710230318>0.2,-0.14500000000000005
AMPK,0.31,710230318>0.2,-0.65375
STKR,-0.3,710230318>0.2,-0.27375
MTOR,0.24,710230318>0.2,-0.57875
RAF,-0.22,710230318>0.2,-0.7887500000000001
CDK,-0.21,710230318>0.2,0.58125
STE7,-0.2,710230318>0.2,-0.40249999999999997
RSK,-0.12,710230318>0.2,-1.5125
MARK,-0.11,710230318>0.2,0.66875
CAMK2,-0.1,710230318>0.2,-1.11375
NEK,0.07,710230318>0.2,-0.8
MELK,-0.07,710230318>0.2,-0.86
RAD53,-0.06,710230318>0.2,0.07999999999999999
LKB,0.06,710230318>0.2,-0.15125
PKCI,-0.05,710230318>0.2,-0.55375
JNK,0.05,710230318>0.2,1.2275
AUR,-0.02,710230318>0.2,-0.27
BUD32,3.47,710230318>0.3,1.1325
BRSK,3.4,710230318>0.3,2.32625
COT,2.74,710230318>0.3,1.3287499999999999
VRK1,2.67,710230318>0.3,1.6624999999999999
PAKB,2.24,710230318>0.3,0.9225
TTK,2.23,710230318>0.3,0.47624999999999995
HAL,2.23,710230318>0.3,0.09874999999999998
NUAK,2.21,710230318>0.3,0.46624999999999994
PKCH,1.72,710230318>0.3,1.81625
MST,1.7,710230318>0.3,1.42625
MTOR,-1.64,710230318>0.3,-0.57875
AKT,-1.52,710230318>0.3,-1.1725
FRAY,-1.36,710230318>0.3,-0.61875
PKCA,-1.34,710230318>0.3,-1.39875
CAMK2,-1.3,710230318>0.3,-1.11375
ATM,1.27,710230318>0.3,-0.14500000000000005
DYRK,1.2,710230318>0.3,2.0475
PRKDC,1.16,710230318>0.3,0.37875000000000003
CHK1,1.09,710230318>0.3,0.6587500000000001
PKA,-1.06,710230318>0.3,-1.5125
GRK,-1.02,710230318>0.3,-0.77375
MLCK,1,710230318>0.3,1.0012499999999998
ATR,1,710230318>0.3,-0.03249999999999997
PKCI,-1,710230318>0.3,-0.55375
AUR,-0.99,710230318>0.3,-0.27
DAPK,0.97,710230318>0.3,0.45375
NMO,-0.97,710230318>0.3,-1.64875
STE11,-0.96,710230318>0.3,-0.96
PLK,0.96,710230318>0.3,-0.45875
PEK,0.94,710230318>0.3,0.05374999999999999
RSK,-0.94,710230318>0.3,-1.5125
PKD,-0.94,710230318>0.3,-2.15375
ERK,0.88,710230318>0.3,1.8125
JNK,0.87,710230318>0.3,1.2275
MARK,0.86,710230318>0.3,0.66875
CK2,-0.85,710230318>0.3,-0.63375
CDK,0.85,710230318>0.3,0.58125
STKR,-0.75,710230318>0.3,-0.27375
PDHK,0.74,710230318>0.3,-0.21875
DMPK,-0.71,710230318>0.3,-1.2575
RAF,-0.71,710230318>0.3,-0.7887500000000001
STE7,0.7,710230318>0.3,-0.40249999999999997
NDR,-0.63,710230318>0.3,-0.70125
MSN,-0.61,710230318>0.3,-0.06500000000000007
MLK,0.6,710230318>0.3,0.7424999999999999
P38,0.59,710230318>0.3,0.9125
NEK,-0.56,710230318>0.3,-0.8
MAPKAPK,-0.56,710230318>0.3,-0.09
BARK2,-0.52,710230318>0.3,-0.15625000000000003
PHK,-0.43,710230318>0.3,-1.0175
PKN,-0.42,710230318>0.3,0.54125
TLK,-0.41,710230318>0.3,-0.6775
NAK,-0.4,710230318>0.3,-0.24125000000000002
PAKA,-0.4,710230318>0.3,-1.06375
QIK,-0.35,710230318>0.3,-0.11374999999999999
RAD53,0.34,710230318>0.3,0.07999999999999999
GSK,0.34,710230318>0.3,-0.29750000000000004
CAMK1,0.34,710230318>0.3,-0.365
PIM,-0.31,710230318>0.3,-0.6599999999999999
CLK,-0.3,710230318>0.3,-0.48625
KHS,-0.3,710230318>0.3,0.34874999999999995
NIK,-0.3,710230318>0.3,-0.48375
MOS,-0.3,710230318>0.3,-0.48750000000000004
CAMKK,-0.29,710230318>0.3,-0.47625
PASK,-0.29,710230318>0.3,-0.47625
ULK,-0.28,710230318>0.3,-0.47375
IKK,0.28,710230318>0.3,-1.4925
WNK,-0.28,710230318>0.3,0.7074999999999999
TAO,-0.27,710230318>0.3,0.13375000000000004
SLK,-0.27,710230318>0.3,-0.47875
PKG,0.17,710230318>0.3,-1.37375
MELK,-0.15,710230318>0.3,-0.86
AMPK,0.13,710230318>0.3,-0.65375
LKB,0.12,710230318>0.3,-0.15125
CK1,-0.09,710230318>0.3,-0.7649999999999999
IRAK,-0.07,710230318>0.3,0.28375
PDK1,0.07,710230318>0.3,0.73875
SGK,0.02,710230318>0.3,-0.05499999999999997
RIPK,0.01,710230318>0.3,-1.52625
PKCD,-0,710230318>0.3,-0.28625
BRSK,4.05,710230318>0.4,2.32625
BUD32,3.82,710230318>0.4,1.1325
VRK1,3.36,710230318>0.4,1.6624999999999999
NUAK,2.69,710230318>0.4,0.46624999999999994
TTK,2.69,710230318>0.4,0.47624999999999995
PKD,-1.95,710230318>0.4,-2.15375
PKCA,-1.88,710230318>0.4,-1.39875
AKT,-1.86,710230318>0.4,-1.1725
PKA,-1.76,710230318>0.4,-1.5125
PRKDC,1.72,710230318>0.4,0.37875000000000003
CHK1,1.65,710230318>0.4,0.6587500000000001
ATM,1.64,710230318>0.4,-0.14500000000000005
ATR,1.62,710230318>0.4,-0.03249999999999997
PAKA,-1.59,710230318>0.4,-1.06375
PIM,-1.51,710230318>0.4,-0.6599999999999999
DMPK,-1.47,710230318>0.4,-1.2575
DYRK,1.42,710230318>0.4,2.0475
COT,1.41,710230318>0.4,1.3287499999999999
MTOR,-1.4,710230318>0.4,-0.57875
SGK,-1.34,710230318>0.4,-0.05499999999999997
RAF,-1.31,710230318>0.4,-0.7887500000000001
PKCH,1.29,710230318>0.4,1.81625
RSK,-1.25,710230318>0.4,-1.5125
MARK,1.21,710230318>0.4,0.66875
FRAY,-1.19,710230318>0.4,-0.61875
PHK,-1.09,710230318>0.4,-1.0175
CAMK2,-1.07,710230318>0.4,-1.11375
GRK,-0.89,710230318>0.4,-0.77375
P38,0.86,710230318>0.4,0.9125
NMO,-0.84,710230318>0.4,-1.64875
PKCI,-0.83,710230318>0.4,-0.55375
AUR,-0.82,710230318>0.4,-0.27
STE11,-0.76,710230318>0.4,-0.96
QIK,-0.75,710230318>0.4,-0.11374999999999999
CK2,-0.73,710230318>0.4,-0.63375
STKR,-0.65,710230318>0.4,-0.27375
MAPKAPK,-0.59,710230318>0.4,-0.09
MLCK,-0.56,710230318>0.4,1.0012499999999998
MST,0.54,710230318>0.4,1.42625
MSN,-0.52,710230318>0.4,-0.06500000000000007
NDR,-0.52,710230318>0.4,-0.70125
PKG,-0.52,710230318>0.4,-1.37375
LKB,0.48,710230318>0.4,-0.15125
ERK,0.46,710230318>0.4,1.8125
BARK2,-0.45,710230318>0.4,-0.15625000000000003
PDHK,-0.4,710230318>0.4,-0.21875
PEK,0.39,710230318>0.4,0.05374999999999999
PDK1,0.39,710230318>0.4,0.73875
DAPK,-0.37,710230318>0.4,0.45375
HAL,-0.35,710230318>0.4,0.09874999999999998
PAKB,-0.35,710230318>0.4,0.9225
AMPK,-0.34,710230318>0.4,-0.65375
PKN,-0.34,710230318>0.4,0.54125
NAK,-0.34,710230318>0.4,-0.24125000000000002
TLK,-0.34,710230318>0.4,-0.6775
PKCD,0.31,710230318>0.4,-0.28625
MELK,0.31,710230318>0.4,-0.86
PLK,0.3,710230318>0.4,-0.45875
SLK,-0.27,710230318>0.4,-0.47875
CDK,0.27,710230318>0.4,0.58125
CAMKK,-0.26,710230318>0.4,-0.47625
CLK,-0.26,710230318>0.4,-0.48625
WNK,-0.25,710230318>0.4,0.7074999999999999
MOS,-0.25,710230318>0.4,-0.48750000000000004
PASK,-0.25,710230318>0.4,-0.47625
JNK,0.25,710230318>0.4,1.2275
IRAK,0.25,710230318>0.4,0.28375
CK1,-0.24,710230318>0.4,-0.7649999999999999
NIK,-0.24,710230318>0.4,-0.48375
ULK,-0.24,710230318>0.4,-0.47375
TAO,-0.23,710230318>0.4,0.13375000000000004
KHS,-0.22,710230318>0.4,0.34874999999999995
IKK,-0.22,710230318>0.4,-1.4925
GSK,-0.18,710230318>0.4,-0.29750000000000004
NEK,-0.18,710230318>0.4,-0.8
CAMK1,-0.17,710230318>0.4,-0.365
RIPK,-0.15,710230318>0.4,-1.52625
STE7,0.09,710230318>0.4,-0.40249999999999997
RAD53,0.07,710230318>0.4,0.07999999999999999
MLK,-0.05,710230318>0.4,0.7424999999999999
