Kinase,Z,method,AvgZ
ERK,3.05,710230319>0.15,1.8125
PKD,-2.85,710230319>0.15,-2.15375
DYRK,2.74,710230319>0.15,2.0475
RIPK,-2.31,710230319>0.15,-1.52625
PKCH,2.28,710230319>0.15,1.81625
NMO,-2.26,710230319>0.15,-1.64875
PKN,2.13,710230319>0.15,0.54125
IKK,-2.1,710230319>0.15,-1.4925
RSK,-2,710230319>0.15,-1.5125
P38,1.97,710230319>0.15,0.9125
PKA,-1.92,710230319>0.15,-1.5125
CK1,-1.81,710230319>0.15,-0.7649999999999999
CAMK2,-1.76,710230319>0.15,-1.11375
PKG,-1.76,710230319>0.15,-1.37375
PDK1,1.75,710230319>0.15,0.73875
NEK,-1.74,710230319>0.15,-0.8
JNK,1.66,710230319>0.15,1.2275
AMPK,-1.62,710230319>0.15,-0.65375
MELK,-1.58,710230319>0.15,-0.86
MST,1.57,710230319>0.15,1.42625
BRSK,1.55,710230319>0.15,2.32625
WNK,1.53,710230319>0.15,0.7074999999999999
KHS,1.49,710230319>0.15,0.34874999999999995
PKCA,-1.47,710230319>0.15,-1.39875
STE11,-1.44,710230319>0.15,-0.96
PHK,-1.42,710230319>0.15,-1.0175
COT,1.41,710230319>0.15,1.3287499999999999
VRK1,1.4,710230319>0.15,1.6624999999999999
ATM,-1.34,710230319>0.15,-0.14500000000000005
PKCD,-1.22,710230319>0.15,-0.28625
PLK,-1.22,710230319>0.15,-0.45875
CK2,-1.1,710230319>0.15,-0.63375
MARK,1.02,710230319>0.15,0.66875
DMPK,-1.02,710230319>0.15,-1.2575
CDK,0.99,710230319>0.15,0.58125
STE7,-0.99,710230319>0.15,-0.40249999999999997
TLK,-0.98,710230319>0.15,-0.6775
TTK,-0.97,710230319>0.15,0.47624999999999995
HAL,-0.97,710230319>0.15,0.09874999999999998
NAK,-0.95,710230319>0.15,-0.24125000000000002
PIM,-0.94,710230319>0.15,-0.6599999999999999
NUAK,-0.92,710230319>0.15,0.46624999999999994
PKCI,-0.91,710230319>0.15,-0.55375
PAKA,-0.91,710230319>0.15,-1.06375
MTOR,-0.78,710230319>0.15,-0.57875
CAMK1,-0.75,710230319>0.15,-0.365
GSK,-0.72,710230319>0.15,-0.29750000000000004
PDHK,-0.7,710230319>0.15,-0.21875
ULK,-0.69,710230319>0.15,-0.47375
PASK,-0.69,710230319>0.15,-0.47625
NIK,-0.68,710230319>0.15,-0.48375
MOS,-0.68,710230319>0.15,-0.48750000000000004
BUD32,-0.67,710230319>0.15,1.1325
TAO,-0.67,710230319>0.15,0.13375000000000004
CLK,-0.66,710230319>0.15,-0.48625
CAMKK,-0.66,710230319>0.15,-0.47625
SLK,-0.65,710230319>0.15,-0.47875
PEK,-0.64,710230319>0.15,0.05374999999999999
ATR,-0.58,710230319>0.15,-0.03249999999999997
PAKB,0.54,710230319>0.15,0.9225
NDR,-0.5,710230319>0.15,-0.70125
AKT,-0.49,710230319>0.15,-1.1725
SGK,-0.47,710230319>0.15,-0.05499999999999997
IRAK,0.46,710230319>0.15,0.28375
MLCK,0.46,710230319>0.15,1.0012499999999998
GRK,-0.45,710230319>0.15,-0.77375
PRKDC,-0.42,710230319>0.15,0.37875000000000003
MLK,0.28,710230319>0.15,0.7424999999999999
MSN,-0.25,710230319>0.15,-0.06500000000000007
LKB,-0.25,710230319>0.15,-0.15125
AUR,-0.25,710230319>0.15,-0.27
QIK,-0.23,710230319>0.15,-0.11374999999999999
RAF,-0.17,710230319>0.15,-0.7887500000000001
DAPK,-0.15,710230319>0.15,0.45375
BARK2,0.14,710230319>0.15,-0.15625000000000003
STKR,-0.12,710230319>0.15,-0.27375
FRAY,-0.09,710230319>0.15,-0.61875
RAD53,-0.05,710230319>0.15,0.07999999999999999
MAPKAPK,0.03,710230319>0.15,-0.09
CHK1,0.01,710230319>0.15,0.6587500000000001
DYRK,2.95,710230319>0.2,2.0475
ERK,2.67,710230319>0.2,1.8125
PKD,-2.46,710230319>0.2,-2.15375
PDK1,2.34,710230319>0.2,0.73875
NMO,-2.17,710230319>0.2,-1.64875
JNK,2.12,710230319>0.2,1.2275
PKCH,2.08,710230319>0.2,1.81625
RSK,-2.06,710230319>0.2,-1.5125
P38,1.97,710230319>0.2,0.9125
RIPK,-1.93,710230319>0.2,-1.52625
MST,1.88,710230319>0.2,1.42625
PKG,-1.81,710230319>0.2,-1.37375
IKK,-1.66,710230319>0.2,-1.4925
CAMK2,-1.62,710230319>0.2,-1.11375
WNK,1.62,710230319>0.2,0.7074999999999999
VRK1,1.58,710230319>0.2,1.6624999999999999
BRSK,1.57,710230319>0.2,2.32625
KHS,1.55,710230319>0.2,0.34874999999999995
NEK,-1.54,710230319>0.2,-0.8
CK1,-1.52,710230319>0.2,-0.7649999999999999
PKA,-1.51,710230319>0.2,-1.5125
AMPK,-1.36,710230319>0.2,-0.65375
MELK,-1.34,710230319>0.2,-0.86
STE11,-1.28,710230319>0.2,-0.96
ATM,-1.27,710230319>0.2,-0.14500000000000005
MARK,1.23,710230319>0.2,0.66875
PKCA,-1.18,710230319>0.2,-1.39875
PAKA,-1.07,710230319>0.2,-1.06375
CDK,1.07,710230319>0.2,0.58125
PKCD,-1.04,710230319>0.2,-0.28625
CK2,-1.04,710230319>0.2,-0.63375
STE7,-0.97,710230319>0.2,-0.40249999999999997
PHK,-0.95,710230319>0.2,-1.0175
NAK,-0.91,710230319>0.2,-0.24125000000000002
HAL,-0.9,710230319>0.2,0.09874999999999998
TTK,-0.88,710230319>0.2,0.47624999999999995
TLK,-0.88,710230319>0.2,-0.6775
NUAK,-0.87,710230319>0.2,0.46624999999999994
PLK,-0.84,710230319>0.2,-0.45875
PKCI,-0.81,710230319>0.2,-0.55375
PIM,-0.79,710230319>0.2,-0.6599999999999999
SGK,-0.69,710230319>0.2,-0.05499999999999997
PAKB,0.67,710230319>0.2,0.9225
PKN,0.67,710230319>0.2,0.54125
MOS,-0.66,710230319>0.2,-0.48750000000000004
TAO,-0.64,710230319>0.2,0.13375000000000004
NIK,-0.64,710230319>0.2,-0.48375
SLK,-0.63,710230319>0.2,-0.47875
ULK,-0.63,710230319>0.2,-0.47375
CLK,-0.63,710230319>0.2,-0.48625
IRAK,0.63,710230319>0.2,0.28375
PASK,-0.62,710230319>0.2,-0.47625
CAMKK,-0.62,710230319>0.2,-0.47625
PEK,-0.61,710230319>0.2,0.05374999999999999
BUD32,-0.61,710230319>0.2,1.1325
MLCK,0.6,710230319>0.2,1.0012499999999998
AKT,-0.57,710230319>0.2,-1.1725
COT,0.57,710230319>0.2,1.3287499999999999
MTOR,-0.55,710230319>0.2,-0.57875
DMPK,-0.55,710230319>0.2,-1.2575
MLK,0.53,710230319>0.2,0.7424999999999999
GSK,-0.52,710230319>0.2,-0.29750000000000004
CAMK1,-0.47,710230319>0.2,-0.365
ATR,-0.44,710230319>0.2,-0.03249999999999997
NDR,-0.43,710230319>0.2,-0.70125
RAF,-0.39,710230319>0.2,-0.7887500000000001
PRKDC,-0.28,710230319>0.2,0.37875000000000003
GRK,-0.26,710230319>0.2,-0.77375
PDHK,-0.22,710230319>0.2,-0.21875
BARK2,0.19,710230319>0.2,-0.15625000000000003
CHK1,0.19,710230319>0.2,0.6587500000000001
FRAY,0.17,710230319>0.2,-0.61875
MSN,-0.17,710230319>0.2,-0.06500000000000007
RAD53,-0.15,710230319>0.2,0.07999999999999999
AUR,-0.11,710230319>0.2,-0.27
DAPK,0.1,710230319>0.2,0.45375
LKB,-0.07,710230319>0.2,-0.15125
QIK,-0.06,710230319>0.2,-0.11374999999999999
MAPKAPK,0.06,710230319>0.2,-0.09
STKR,0.01,710230319>0.2,-0.27375
IKK,-2.53,710230319>0.3,-1.4925
RIPK,-2.47,710230319>0.3,-1.52625
JNK,2.46,710230319>0.3,1.2275
RSK,-2.43,710230319>0.3,-1.5125
DYRK,2.36,710230319>0.3,2.0475
ERK,2.24,710230319>0.3,1.8125
MELK,-2.2,710230319>0.3,-0.86
PKD,-2.06,710230319>0.3,-2.15375
CK1,-1.91,710230319>0.3,-0.7649999999999999
NMO,-1.86,710230319>0.3,-1.64875
WNK,1.81,710230319>0.3,0.7074999999999999
BRSK,1.8,710230319>0.3,2.32625
KHS,1.8,710230319>0.3,0.34874999999999995
CAMK2,-1.78,710230319>0.3,-1.11375
P38,1.74,710230319>0.3,0.9125
MARK,1.59,710230319>0.3,0.66875
NEK,-1.55,710230319>0.3,-0.8
PKCH,1.5,710230319>0.3,1.81625
PDK1,1.46,710230319>0.3,0.73875
RAF,-1.36,710230319>0.3,-0.7887500000000001
ATR,-1.34,710230319>0.3,-0.03249999999999997
PHK,-1.33,710230319>0.3,-1.0175
PIM,-1.32,710230319>0.3,-0.6599999999999999
PKG,-1.22,710230319>0.3,-1.37375
MST,1.21,710230319>0.3,1.42625
LKB,-1.13,710230319>0.3,-0.15125
DMPK,-1.09,710230319>0.3,-1.2575
MSN,-1.09,710230319>0.3,-0.06500000000000007
ATM,-1.04,710230319>0.3,-0.14500000000000005
GSK,-1,710230319>0.3,-0.29750000000000004
CDK,0.99,710230319>0.3,0.58125
MLCK,0.96,710230319>0.3,1.0012499999999998
STE11,-0.95,710230319>0.3,-0.96
PAKB,0.95,710230319>0.3,0.9225
AKT,-0.93,710230319>0.3,-1.1725
PKN,0.9,710230319>0.3,0.54125
MTOR,-0.9,710230319>0.3,-0.57875
DAPK,0.86,710230319>0.3,0.45375
PKCA,-0.85,710230319>0.3,-1.39875
AMPK,-0.78,710230319>0.3,-0.65375
NUAK,-0.77,710230319>0.3,0.46624999999999994
NAK,-0.77,710230319>0.3,-0.24125000000000002
TLK,-0.76,710230319>0.3,-0.6775
HAL,-0.74,710230319>0.3,0.09874999999999998
TTK,-0.74,710230319>0.3,0.47624999999999995
CK2,-0.7,710230319>0.3,-0.63375
PKA,-0.69,710230319>0.3,-1.5125
CHK1,0.68,710230319>0.3,0.6587500000000001
STE7,-0.67,710230319>0.3,-0.40249999999999997
PKCD,-0.63,710230319>0.3,-0.28625
PLK,-0.57,710230319>0.3,-0.45875
PRKDC,-0.55,710230319>0.3,0.37875000000000003
CLK,-0.55,710230319>0.3,-0.48625
NIK,-0.54,710230319>0.3,-0.48375
MLK,0.54,710230319>0.3,0.7424999999999999
MOS,-0.54,710230319>0.3,-0.48750000000000004
SLK,-0.54,710230319>0.3,-0.47875
TAO,-0.54,710230319>0.3,0.13375000000000004
CAMKK,-0.53,710230319>0.3,-0.47625
STKR,-0.53,710230319>0.3,-0.27375
IRAK,0.53,710230319>0.3,0.28375
PASK,-0.52,710230319>0.3,-0.47625
BUD32,-0.52,710230319>0.3,1.1325
GRK,-0.51,710230319>0.3,-0.77375
ULK,-0.51,710230319>0.3,-0.47375
MAPKAPK,-0.46,710230319>0.3,-0.09
SGK,-0.45,710230319>0.3,-0.05499999999999997
PEK,-0.45,710230319>0.3,0.05374999999999999
QIK,-0.45,710230319>0.3,-0.11374999999999999
BARK2,0.41,710230319>0.3,-0.15625000000000003
PKCI,-0.38,710230319>0.3,-0.55375
AUR,0.36,710230319>0.3,-0.27
PAKA,-0.28,710230319>0.3,-1.06375
FRAY,0.27,710230319>0.3,-0.61875
RAD53,0.21,710230319>0.3,0.07999999999999999
VRK1,-0.16,710230319>0.3,1.6624999999999999
NDR,-0.15,710230319>0.3,-0.70125
CAMK1,0.13,710230319>0.3,-0.365
COT,-0.12,710230319>0.3,1.3287499999999999
PDHK,-0.03,710230319>0.3,-0.21875
PKD,-2.61,710230319>0.4,-2.15375
RSK,-2.51,710230319>0.4,-1.5125
PHK,-2.44,710230319>0.4,-1.0175
IKK,-2.36,710230319>0.4,-1.4925
RIPK,-2.33,710230319>0.4,-1.52625
WNK,2.26,710230319>0.4,0.7074999999999999
DMPK,-2.18,710230319>0.4,-1.2575
MELK,-2.16,710230319>0.4,-0.86
BRSK,2.13,710230319>0.4,2.32625
DYRK,2.01,710230319>0.4,2.0475
PAKA,-2.01,710230319>0.4,-1.06375
CK1,-2,710230319>0.4,-0.7649999999999999
RAF,-1.89,710230319>0.4,-0.7887500000000001
GSK,-1.73,710230319>0.4,-0.29750000000000004
PKG,-1.59,710230319>0.4,-1.37375
PKCA,-1.59,710230319>0.4,-1.39875
ERK,1.58,710230319>0.4,1.8125
PKA,-1.57,710230319>0.4,-1.5125
NMO,-1.56,710230319>0.4,-1.64875
AKT,-1.55,710230319>0.4,-1.1725
PKCH,1.45,710230319>0.4,1.81625
CAMK2,-1.37,710230319>0.4,-1.11375
AMPK,-1.32,710230319>0.4,-0.65375
MAPKAPK,-1.27,710230319>0.4,-0.09
PAKB,1.24,710230319>0.4,0.9225
JNK,1.18,710230319>0.4,1.2275
PIM,-1.12,710230319>0.4,-0.6599999999999999
PLK,-1.07,710230319>0.4,-0.45875
NEK,-1.05,710230319>0.4,-0.8
NDR,-1.05,710230319>0.4,-0.70125
MLCK,-1.02,710230319>0.4,1.0012499999999998
ATR,-1,710230319>0.4,-0.03249999999999997
STE7,-0.94,710230319>0.4,-0.40249999999999997
MSN,-0.93,710230319>0.4,-0.06500000000000007
ATM,-0.91,710230319>0.4,-0.14500000000000005
MST,0.91,710230319>0.4,1.42625
SGK,-0.9,710230319>0.4,-0.05499999999999997
GRK,-0.88,710230319>0.4,-0.77375
PKCI,-0.82,710230319>0.4,-0.55375
LKB,-0.77,710230319>0.4,-0.15125
BARK2,0.75,710230319>0.4,-0.15625000000000003
NUAK,-0.67,710230319>0.4,0.46624999999999994
QIK,-0.67,710230319>0.4,-0.11374999999999999
TTK,-0.66,710230319>0.4,0.47624999999999995
HAL,-0.66,710230319>0.4,0.09874999999999998
PKN,-0.66,710230319>0.4,0.54125
STE11,-0.66,710230319>0.4,-0.96
NAK,-0.65,710230319>0.4,-0.24125000000000002
TLK,-0.63,710230319>0.4,-0.6775
PEK,-0.61,710230319>0.4,0.05374999999999999
MLK,0.54,710230319>0.4,0.7424999999999999
CHK1,0.51,710230319>0.4,0.6587500000000001
KHS,-0.49,710230319>0.4,0.34874999999999995
TAO,-0.48,710230319>0.4,0.13375000000000004
ULK,-0.47,710230319>0.4,-0.47375
SLK,-0.47,710230319>0.4,-0.47875
CLK,-0.47,710230319>0.4,-0.48625
CAMKK,-0.46,710230319>0.4,-0.47625
CAMK1,-0.46,710230319>0.4,-0.365
NIK,-0.45,710230319>0.4,-0.48375
PDHK,-0.45,710230319>0.4,-0.21875
BUD32,-0.45,710230319>0.4,1.1325
PASK,-0.45,710230319>0.4,-0.47625
MOS,-0.44,710230319>0.4,-0.48750000000000004
P38,0.39,710230319>0.4,0.9125
PDK1,0.38,710230319>0.4,0.73875
CK2,-0.37,710230319>0.4,-0.63375
IRAK,0.36,710230319>0.4,0.28375
FRAY,0.34,710230319>0.4,-0.61875
MTOR,-0.25,710230319>0.4,-0.57875
STKR,-0.25,710230319>0.4,-0.27375
PKCD,-0.24,710230319>0.4,-0.28625
DAPK,-0.18,710230319>0.4,0.45375
COT,0.14,710230319>0.4,1.3287499999999999
CDK,0.13,710230319>0.4,0.58125
PRKDC,-0.09,710230319>0.4,0.37875000000000003
VRK1,0.08,710230319>0.4,1.6624999999999999
RAD53,0.07,710230319>0.4,0.07999999999999999
MARK,-0.07,710230319>0.4,0.66875
AUR,0.04,710230319>0.4,-0.27
